,Superficie total,Superficie cubierta,Ambientes,Baños,Cochera,Dormitorios,Toilette,Antigüedad,Alquiler,Expensas,URL,Direccion,Ubicacion,Descripcion,Caracteristicas,Cocheras,Toilettes,Disposición,Estado del inmueble,Luminosidad,Orientación
22,70,65.0,3,1,1,2,,20.0,30000.0,,http://www.zonaprop.com.ar/propiedades/gascon-1200-y-cabrera-divino-3-ambientes-al-frente-45953104.html,Gascon al 1200,"Almagro, Capital Federal","Divino 3 ambientes al frente. Muy luminoso. El departamento esta ubicado cerca de todos los medios de transportes. A 1 cuadra de Av Córdoba y cerca de Av Scalabrini Ortiz. El departamento tiene un amplio Living comedor, Balcon, Cocina con espacio para Lavarropas, 2 dormitorios y 1 baño completo. Cochera Fija y Cubierta. Las medidas, superficies y valores de esta ficha son aproximadas y a título informativo únicamente. Kerner Propiedades WhatsApp Ver datos / Ver datos / Ver datos Para más información, llámanos al: Ver datos.Aviso publicado por Kerner Propiedades desde Sumaprop.","{'Características generales': ('Cantidad de ascensores: 2', 'Categoría del edificio: Muy buena', 'Etapa: Terminado', 'Tipo edificio: Entre medianeras', 'Acceso para personas con movilidad reducida', 'Estado del edificio: Muy bueno', 'Cobertura cochera: Cubierta', 'Departamentos por piso: 4'), 'Servicios': ('Gas natural', 'Internet', 'Luz', 'Video cable', 'Agua corriente', 'Desagüe cloacal', 'Pavimento', 'Teléfono'), 'Ambientes': ('Cocina', 'Comedor', 'Lavadero', 'Balcón', 'Living', 'Living comedor', 'Escritorio', 'Hall'), 'Características': ('Calefacción',)}",,0,Lateral,Muy bueno,Muy luminoso,E
23,93,88.0,3,1,,2,,65.0,23000.0,6900.0,http://www.zonaprop.com.ar/propiedades/al-frente-con-balcon-46014617.html,Av. Rivadavia al 3500,"Almagro, Capital Federal","Departamento de 3 ambientes con dependencias de 93 metros, livin comedor a balcon al frente 2 dormitorios (1 con vestidor), baño cocina y comedor diario reciclados hace 10 años, dependencia y baño de servicio.Edificio antiguo de categoria, 2 ascensores principales y uno de servicio.Para más información, llámanos al: Ver datos.Aviso publicado por GINEVRA PROPIEDADES desde Sumaprop.","{'Características generales': ('Cantidad de ascensores: 3', 'Categoría del edificio: Muy buena', 'Tipo edificio: Antiguo'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente', 'Desagüe cloacal', 'Pavimento'), 'Ambientes': ('Cocina', 'Comedor de diario', 'Dependencia servicio', 'Balcón', 'Living comedor', 'Vestidor'), 'Características': ('Calefacción',)}",0,0,Frente,Muy bueno,Muy luminoso,SE
24,74,,3,1,1,2,1,39.0,30000.0,9800.0,http://www.zonaprop.com.ar/propiedades/departamento-palermo-46022554.html,Thames. 2174. 15 “A”,"Palermo, Capital Federal","Departamento de 3 Ambientes  con dependencia de servicio al frente con balcón y cochera fija cubierta . Excelente ubicación  . Muy luminoso . Vista panorámica.    Edificio Torre Cercanía de subterráneo línea D .           Living comedor. 9x3,10Con Balcón  aterrizado 3x1.80                                                                                                             Dormitorio =  3 x 3 con placard  lateralDormitorio = 3 X 3,10  al frente con placardBaño Completo  de 2x1,90 con ventilación al exterior Toillette con duchaDependía de servicio de 2,90 x 2,80 lateral  Cocina con comedor diario de 3,50 x 2,90   Lavadero separado. 2,30 x 1,30  Cochera Fija y cubiertaCondiciones =. 1 mes adelantado , 1 mes de depósito   Requisito personales","{'Características generales': ('Cantidad dormitorios: 2', 'Superficie del terreno (m²): 0', 'Cobertura cochera: Cubierta'), 'Ambientes': ('Cocina', 'Comedor de diario', 'Dependencia servicio', 'Lavadero', 'Balcón', 'Toilette', 'Hall')}",,,Frente,,,
25,80,70.0,4,2,,3,,40.0,24500.0,12000.0,http://www.zonaprop.com.ar/propiedades/departamento-en-alquiler-ubicado-en-belgrano-capital-45978610.html,Sucre 1500,"Belgrano, Capital Federal","Depto. de 3 dormitorios compacto, con balcón aterrazado, a pocas cuadras del lago de Palermo. con toilete de recepción.  Recién pintado. Las expensas incluyen Aysa. El edificio cuenta con dos encargados.AByL  $ 1.100Expensas de Febnreo  $ 12.000","{'Características generales': ('Cantidad pisos en edificio: 14', 'Cantidad dormitorios: 3', 'Departamentos por piso: 5'), 'Ambientes': ('Cocina', 'Balcón', 'Living', 'Toilette')}",0,0,Frente,Bueno,,E
26,56,48.0,3,1,,2,,40.0,26000.0,9300.0,http://www.zonaprop.com.ar/propiedades/3-ambientes-reciclado-dueno-directo-45994733.html,Bulnes ,"C CABA, Argentina, Palermo Viejo, Palermo","Departamento 3 ambientes RECICLADO a nuevo, a media cuadra de Parque Las Heras.56 m2, excelente distribución.Cocina y baño reciclados. Cañerías y griferías nuevas. Conexión para lavarropas en la cocina.Los 3 ambientes dan al frente, balcón corrido. Piso alto, muy luminoso.Living comedor: 6 mts x 3 mtsDormitorio 1: 3 mts x 3 mtsDormitorio 2: 3 mts x 2 mtsSe entrega recién pintado.Aire Acondicionado frío-calor en el living.Dueño directo.Alquiler: $26.000 mensual. Aumentos de 18% semestral.Depósito de garantía: un mes.Se pide garantía CABA y demostración de ingresos.ABL, servicios y expensas ($9300 aproximadamente) a cargo del inquilino.(medidas aproximadas)","{'Características generales': ('Apto profesional',), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente', 'Desagüe cloacal', 'Encargado / Vigilancia', 'Pavimento', 'Ascensor')}",0,0,,,,
27,64,60.0,3,1,,2,,20.0,22000.0,9500.0,http://www.zonaprop.com.ar/propiedades/departamento-de-3-ambientes-en-alquiler-en-recoleta-45995569.html,GORRITI al 3400,"Recoleta, Capital Federal","Excelente departamento de tres ambientes en alquiler, construcción de tan solo 20 años modernizado con una muy interesante distribución, el presente cuenta con balcón corrido, cocina separada, dos dormitorios ambos con placard. Vista abierta y tranquilidad que solo un departamento que da hacia el pulmón de manzana nos puede brindar. Cerca de principales medios de transporte publicos, a pasos de la UP. Ubicacion de primer nivel, a 6 cuadras del subte linea D. OPORTUNIDAD Agente responsable Amante Gabriel Cel/Whatsapp:. Ver datos Tasaciones sin cargo!!!Se deja constancia que las caracteristicas, medidas, expensas y superficies  consignadas son aproximadas, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. Medidas y detalles: Living: 7 * 3 | Dormitorio: 2.20 * 3.83 con Placard 2.80 * 3.83 con Placard Para más información, llámanos al: Ver datos.Aviso publicado por Migliorisi Propiedades  desde Sumaprop.","{'Características generales': ('Cantidad pisos en edificio: 7', 'Cantidad de ascensores: 1', 'Tipo edificio: Entre medianeras', 'Departamentos por piso: 2'), 'Ambientes': ('Lavadero', 'Balcón', 'Living')}",0,0,Contrafrente,Excelente,Muy luminoso,
28,62,62.0,4,1,,3,,0.0,29000.0,5300.0,http://www.zonaprop.com.ar/propiedades/alquiler.-departamento-4-amb-belgrano-barrancas-46028862.html,Alquiler 11 de Setiembre al 2200. 4 amb Belgrano,"Belgrano, Capital Federal","SGM, Departamento de 4 amb. Barrancas de Belgrano. 62 m2.  Living Comedor. Cocina. lavadero. 3 dormitorios. Baño completo. AA y Calefacion en living comedor.  El edificio cuenta con  dos ascensores llave de seguridad y jardines propios.Bajas expensas!!!","{'Características generales': ('Cantidad dormitorios: 3', 'Superficie del terreno (m²): 0', 'Permite mascotas'), 'Servicios': ('Gas natural', 'Agua corriente', 'Pavimento'), 'Ambientes': ('Cocina', 'Lavadero', 'Living comedor'), 'Características': ('Aire acondicionado', 'Calefacción')}",0,0,,,Muy luminoso,
29,60,55.0,3,1,,2,,25.0,27000.0,4900.0,http://www.zonaprop.com.ar/propiedades/oportunidad!-sobre-cabildo-excelente-3-ambientes-46025393.html,Santos Dumont ,"Buenos Aires, Argentina, Belgrano, Capital Federal","SANTOS DUMONT Y CABILDO EXCELETE DTO DE 3 AMBIENTES, CON COCINA MODERNA CON LAVADERO INCORPORADO, HERMOSO BALCON CON SALIDA DESDE EL LIVING COMEDOR, DOS DORMITORIOS CON PLACARDS, BANO CON VENTILACION PROPIA , PISOS DE PARQUET CALEFACCION CENTRAL INCLUIDA EN LAS EXPENSAS, IGUAL QUE AYSA, OPCION DE ALQUILARLO AMUEBLADO Y EN FORMA TEMPORAL TAMBIEN $Ver datos.- EN VENTA U$S 150.000.-APTO CREDITO BANCARIO ENTREVISTAS SRA ALICIA Ver datos","{'Características generales': ('Cantidad de ascensores: 2', 'Categoría del edificio: Muy buena', 'Cantidad dormitorios: 2', 'Tipo edificio: Entre medianeras', 'Permite mascotas', 'Estado del edificio: Reciclado', 'Número de pisos en edificio: 12'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente', 'Desagüe cloacal', 'Encargado / Vigilancia', 'Pavimento', 'Ascensor'), 'Ambientes': ('Cocina', 'Terraza', 'Balcón', 'Living comedor')}",0,0,,Reciclado,Muy luminoso,NE
30,57,57.0,3,1,,0,,50.0,23000.0,6000.0,http://www.zonaprop.com.ar/propiedades/reservado-3-ambientes-para-mudarse-ya!-palermo-chico-45983911.html,Castex 3330,"Palermo Chico, Palermo","Posee 57 mts, living comedor, dos dormitorios un baño y cocina con lavadero incorporado. Abundante luz y placards en pasillo y living, muy grandes! Está recién pintado, y cambiado el sistema eléctrico y de cañerías. A metros de Libertador, Figueroa Alcorta y Paseo Alcorta. a ubicación, inmejorable. Bajas expensas y seguridad 24 hs. Posibilidad de cocheras en edificio.","{'Características generales': ('Cantidad dormitorios: 1', 'Superficie del terreno (m²): 0'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente', 'Desagüe cloacal', 'Encargado / Vigilancia', 'Pavimento'), 'Ambientes': ('Cocina', 'Lavadero', 'Living comedor'), 'Características': ('Aire acondicionado', 'Vigilancia')}",0,0,,,,
31,91,82.0,5,3,,4,,30.0,25000.0,11000.0,http://www.zonaprop.com.ar/propiedades/departamento-de-5-ambientes-en-alquiler-en-villa-46010970.html,ACOYTE al 1300,"Villa Crespo, Capital Federal","Luminoso departamento de 5 ambientes  en 1º Piso de 89 m2 al frente, con balcón corrido. Orientación Noreste . Apto Profesional. Ambientes: Living Comedor de 6,50 x px 3,20 Habitacion Principal de 3,10 x 2,80, habitacion 2:  3 x 3,60 habitacion 3, 2, x 3,50, Cocina 3,15 x 2,70,  habitacion 4  2,20 x 2,40m baños, principal reformado a nuevo,  toillete y de  servicio.Amplios placares embutidos hasta el techo y muebles de cocina. Lavadero independiente con pileta, espacio para lavarropas y para colgar. Pisos de madera, Persianas de madera.Puerta blindada de seguridad, 2 Aires Acondicionados  frio/calor.Excelente ubicación:a 3 cuadras del Parque Centenario y 5 Cuadras de Corrientes y Scalabrini Ortiz, 6 cuadras a la estación de Subte Malabia. Accesible de todos lados por varias  líneas de colectivos.Barrio tranquilo con movimiento y negocios. Se deja constancia que las caracteristicas, medidas, expensas y superficies  consignadas son aproximadas, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. Medidas y detalles: Dormitorio: 3,10 x 2,80  3 x 3,60  3,20 x 3,50 2,20 x 2,40 | Cocina: 3,15 x 2,70 | Balcon: 7,5 x 1.2 Para más información, llámanos al: Ver datos.Aviso publicado por Migliorisi Propiedades  desde Sumaprop.","{'Características generales': ('Cantidad pisos en edificio: 8', 'Cantidad de ascensores: 1', 'Tipo edificio: Entre medianeras', 'Departamentos por piso: 4'), 'Ambientes': ('Cocina', 'Lavadero', 'Balcón')}",0,0,Frente,Muy bueno,,
32,59,52.0,3,1,,2,,48.0,26000.0,6220.0,http://www.zonaprop.com.ar/propiedades/departamento-en-alquiler-ubicado-en-caballito-capital-46020572.html,San ireneo 300,"Caballito, Capital Federal","Alquiler departamento de 3 ambientes al Frente con balcónLa propiedad Cuenta con Cocina cómoda de muebles completos y con saliente a lavadero independiente - Un cómodo Living Comedor con pisos de parquet  con saliente a Balcón - Hall de distribución con dos dormitorios una la frente con placares y 1 Baño Completo Todo en muy buen estado - ***SE ALQUILA SIN MASCOTAS*** Contrato de 2 Años : Valor Incio $ 26.000.- con Aumento semestral del 18% más expensas comunes de $ 6220.- Servicios de Luz Gas y Aysa (agua)  e Impuesto Inmobiliario ABL $ 557.- mensual marzo 2020- REQUISITOS: Comprobantes Ingresos comprobables de los últimos tres meses - Garantía Propietaria de CABA y O Seguro de Garantía para Inquilinos de la Empresa FINAER. CONDICIONES: 1 Mes de Alquiler 1 Mes de Depósito del último Valor de Contrato ***LA PROPIEDAD ESTARÁ DISPONIBLE A PARTIR DEL 05/06/2020*** -  y se pedirá por contrato un seguro de incendio a elección del Inquilino la empresa aseguradora Las medidos indicadas, son a efecto orientativo, las medidas reales surgen del título de propiedad El valor de expensas mencionadas, pueden sufrir ajuste o modificación sin previo aviso, valor vigente será informado por el titular del inmueble. **- Las medidas mencionadas son a efecto orientativo, las medidas reales surgen del título de propiedad El valor de expensas expresados, puede sufrir ajuste o modificación, sin previo aviso, el valor actual será notificado por el titular.** -Incorpórase como inciso 8 del artículo 10 de la Ley 2340 (texto consolidado según Ley N° 5666) el siguiente texto: Hacer constar en todo ofrecimiento publicitario de locación de inmuebles con destino habitacional que se emita vía páginas web, propias o de terceros, la siguiente leyenda: ""Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoria Los valores expresados de las expensas pueden sufrir ajuste o modificación sin previos aviso, los valores nuevos serán demostrado por el titular -*","{'Características generales': ('Cantidad dormitorios: 2',), 'Servicios': ('Luz',), 'Ambientes': ('Cocina', 'Terraza', 'Lavadero', 'Balcón')}",0,0,Frente,Muy bueno,,E
33,75,75.0,3,2,,2,,48.0,30000.0,6300.0,http://www.zonaprop.com.ar/propiedades/alto-palermo-alquiler-tres-ambientes-45992423.html,Güemes 3400,"Palermo Nuevo, Palermo","ZONA ALTO PALERMO. En alquiler Departamento 3 Ambientes . Alquiler mensual inicial $ 30.000 más expensas, mas tasas y servicios. Sobre Calle Güemes y Pasaje Anasagasti. A pasos de de la Av. Santa Fe, Alto Palemo Shopping y Estacion Bulnes de linea D de subterraneos. Magnifico 3 Ambientes al contrafrente pulmon de manzana. Dos balcones, uno de ellos con cerramiento. Amplio living comedor con salida a balcon. Orientación Sud Oeste. En edificio de 8 pisos. Superficie total 75 m2. aproximadamente. Excelente estado general. Servicios individuales Agua caliente por termotanque y calfactor a gas en LC. Expensas $ 6.300.- mes. Toilette de recepción, Cocina grande (pequeño comedor diario). Detector de fugas de gas instalado. Baño completo. Lavadero independiente. Dos dormitorios con Placards, Pisos de parquet plastificado. Requisitos: Es indispensable la presentación de una garantía propietaria de familiar directo en CABA o seguro de caucion. Ingresos demostrables fehacientes del grupo familiar. El valor del alquiler incrementa 18% semestralmente. LEY 5859 ART. 5.- Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. En cumplimiento de la ley 5.115 del 23/10/14 de la Legislatura de la Ciudad de Buenos Aires, se informa que este edificio "" NO ES ACCESIBLE"" para personas con movilidad reducida.","{'Características generales': ('Cantidad pisos en edificio: 8', 'Cantidad de ascensores: 1', 'Categoría del edificio: Excelente', 'Acepta seguro de caución', 'Cantidad dormitorios: 2', 'Tipo edificio: Entre medianeras', 'Alrededor del alojamiento: Ciudad', 'Estado del edificio: Excelente'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente', 'Desagüe cloacal', 'Pavimento', 'Ascensor'), 'Ambientes': ('Cocina', 'Comedor de diario', 'Lavadero', 'Balcón', 'Living comedor', 'Toilette', 'Hall'), 'Características': ('Aire acondicionado', 'Calefacción', 'Ventilador')}",0,0,Contrafrente,Excelente,Muy luminoso,SO
34,60,60.0,3,1,,2,,35.0,22000.0,8000.0,http://www.zonaprop.com.ar/propiedades/alquiler-3amb-zabala-1700-belgrano-46027386.html,Zabala 1700,"Belgrano, Capital Federal","Excelente departamento de 3 ambientes en la mejor zona de Belgrano, de 60m2 muy luminoso. 2 habitaciones con un baño completo. Habitación principal con balcón. Living comedor amplio con balcón francés. Cocina separada. El edificio se encuentra a metros de la Universidad de Belgrano, cerca de colectivos y subtes. 1er Semestre: $22.000 Requisitos: -ULTIMOS TRES RECIBOS DE SUELDO (COMPROBANTE DE INGRESOS) -GARANTIA DE CAPITAL FEDERAL (EXCLUYENTE) - FOTOCOPIA DNI INQUILINO, FOTOCOPIA DNI GARANTE -1 MES DE ADELANTO -1 MES DE DEPÓSITO","{'Características generales': ('Apto profesional', 'Cantidad de ascensores: 2', 'Categoría del edificio: Muy buena', 'Estado del edificio: Muy bueno'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente', 'Ascensor'), 'Ambientes': ('Cocina', 'Balcón'), 'Características': ('Vigilancia',)}",0,0,Frente,Muy bueno,Muy luminoso,
35,48,48.0,3,1,,2,,,22000.0,,http://www.zonaprop.com.ar/propiedades/tres-ambientes-con-balcon-corrido-belgrano-r-46012587.html,Olazábal 3215,"Belgrano, Capital Federal","TRES AMBIENTES EN ALQUILER - BELGRANO RPiso alto (no último piso)-Living-Comedor amplio y luminoso, con balcón francés al lateral.-Cocina independiente con lavadero separado, luz natural. Provisión de agua y desagüe para lavarropas + bacha aparte.-Baño completo con bañera e inodoro con mochila.-Dos habitaciones con salida a balcón corrido, orientación Noroeste y vista abierta. Placares en pared con cajoneras. Buen lugar de almacenamiento.-Edificio con vigilancia 24 horas.-Importante Centro Cercano a: Estación Belgrano R tren Mitre (4 cuadras), Av. Crámer (2 cuadras), Av. Cabildo y Olazábal (7 cuadras), Estación Juramento Subte línea D (9 cuadras), Hospital Pirovano (7 cuadras), Colegio Belgrano Day School (2 cuadras)- Expensas período de Abril 2020: $8700.-","{'Servicios': ('Gas natural', 'Luz', 'Agua corriente', 'Desagüe cloacal', 'Encargado / Vigilancia', 'Pavimento')}",0,0,,,,
36,60,60.0,3,1,,2,,40.0,25000.0,3120.0,http://www.zonaprop.com.ar/propiedades/departamento-de-3-ambientes-en-alquiler-en-belgrano-46016805.html,CIUDAD DE LA PAZ al 2100,"Belgrano, Capital Federal","TRES AMBIENTES CONTRAFRENTE / LATERAL MUY LUMINOSO. CON BALCON,Y PEQ. BAULERA COCINA Y BAÑO COMPLETO, LAVADERO INCORP..- RECIEN PINTADO,- APTO PROFESIONAL - EN INMEJORABLE UBICACIOON A METROS DE AV. CABILDO Y JURAMENTO, METROBUS Y SUBTE LINEA DSe deja constancia que las caracteristicas, medidas, expensas y superficies  consignadas son aproximadas, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. Medidas y detalles: Living: 5 x3 | Dormitorio: 3 x 3 3x 3 Para más información, llámanos al: Ver datos.Los datos e imagenes de la propiedad no tienen caracter contractual, los precios y condiciones pueden cambiar sin previo aviso.Aviso publicado por Migliorisi Propiedades  desde Sumaprop.","{'Características generales': ('Cantidad pisos en edificio: 8', 'Cantidad de ascensores: 2', 'Tipo edificio: Entre medianeras', 'Departamentos por piso: 4'), 'Ambientes': ('Lavadero', 'Living')}",0,0,Lateral,Bueno,,
37,62,58.0,3,2,,2,,45.0,30000.0,9000.0,http://www.zonaprop.com.ar/propiedades/departamento-de-3-ambientes-en-alquiler-recoleta-46021205.html,Las Heras al 2000,"Recoleta, Capital Federal","En el barrio de Recoleta con una espectacular ubicación sobre la Av. Las Heras al 2000 y a dos cuadras de la Av. Callao, les ofrecemos en alquiler este cómodo departamento de 3 ambientes. En el piso 9 al contrafrente con muy buena luz en todos sus ambientes.Amplio living comedor con salida hacia el balcón, cocina independiente con lavadero integrado, toilette de recepción, dos dormitorios amplios, el principal con salida a segundo balcón, y un baño completo. Edificio con acceso para discapacitados y 2 ascensores renovados.  Avila´s Personal Shopper inmobiliario AVISO LEGAL: La ficha, los planos y las imágenes son facilitadas por Avila´s al solo efecto de otorgar una rápida visualización del inmueble. Todas las medidas son meramente descriptivas y han sido computadas con medidor digital de distancia, por lo cual se deja expresamente aclarado que pueden existir diferencias con las medidas exactas que surgen de la realidad y/o de la escritura. Y el valor consignado de expensas mensual está sujeto a verificación y/o ajuste.Para más información, llámanos al: Ver datos.Aviso publicado por Avilas Personal Shopper Inmobiliario desde Sumaprop.","{'Características generales': ('Cantidad de ascensores: 2', 'Tipo edificio: Entre medianeras', 'Acceso para personas con movilidad reducida', 'Estado del edificio: Bueno'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente', 'Desagüe cloacal', 'Pavimento'), 'Ambientes': ('Cocina', 'Balcón', 'Living comedor', 'Toilette'), 'Características': ('Aire acondicionado', 'Calefacción')}",0,0,Contrafrente,Bueno,Luminoso,
38,71,67.0,3,2,,2,,50.0,23000.0,10500.0,http://www.zonaprop.com.ar/propiedades/3-amb-dependencia-fte-con-balcon.-coronel-diaz-45996363.html,Av Cnel Diaz 1700 2°,"Palermo, Capital Federal","MUY BUEN 3 AMBIENTES CON DEPENDENCIA DE SERVICIO, AL FRENTE CON BALCON. BAÑO COMPLETO Y TOILETTE-  LIVING Y COMEDOR DIARIO. COCINA SEPARADA.  LAVADERO INDEPENDIENTE. CALEFACCION Y AGUA CALIENTE CENTRAL INMEJORABLE UBICACION A METROS SUBTE / ALTO PALERMO .- Alquiler aumento semestral $Ver datos/Ver datos.- Expensas $ 10.500 aprox.Requisitos: 1 mes de deposito/1 mes adelantado/ Garantía de Capital Federal unicamente/ Comprobantes de ingresos/sin mascotas.-ESTUDIO MONACO PROPIEDADES Ver datos LINEAS ROTATIVAS MAS INFORMACION EN.ar   Información adicional:Agua caliente: CalefónImpuestos a cargo de: InquilinoAgua a cargo de: InquilinoMeses de depósito: 1Número de pisos: 7Características:BalcónAmbientes:Dormitorio ( x )Estudio Mónaco Propiedades posee mas de 60 años de actividad ininterrumpida, brindándole la posibilidad de asegurar su futuro a través de operaciones inmobiliarias de excelencia.- Pensada, desde su origen, como una empresa dirigida a facilitar uno de los actos más trascendentes en la vida de las personas, como es la compra de su vivienda, siempre supo que exigirse el mayor profesionalismo en el cuidado de los asuntos de sus clientes es algo indispensable.- No es casual que al entrar a nuestras oficinas, o al contactarse con nosotros, uno sienta la calidez de estar y ser tratado como en casa. Es por ello que para todos los que hacemos esta empresa es fundamental y tenemos como misión: ""Coordinar los intereses de unos y otros para que el beneficio sea mutuo"".-","{'Características generales': ('Cantidad pisos en edificio: 7', 'Cantidad de ascensores: 1', 'Categoría del edificio: Buena', 'Cantidad dormitorios: 2', 'Tipo edificio: Entre medianeras', 'Departamentos por piso: 3'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente', 'Desagüe cloacal', 'Laundry', 'Pavimento')}",0,0,Frente,Bueno,,E
39,67,58.0,3,1,,2,,40.0,30000.0,,http://www.zonaprop.com.ar/propiedades/alquiler-departamento-3-amb-con-balcon-colegiales-45998536.html,Vidal 1500,"Belgrano, Capital Federal","Corredor Responsable: Pamela Suarez - CUCICBA 5334Contacto: Ernesto Barrera Hernández - MLS ID # Ver datosExcelente departamento a la calle, muy practico y cómodo. Con muy buena ubicación Vidal (casi Virrey del Pino), en el limite de Belgrano, a unas pocas cuadras de la Av. Cabildo y muy cerca de la Estación Belgrano R. 3 ambientes al frente (estar/comedor y 2 dormitorios, ambos con placard), amplia cocina con comedor diario, lavadero independiente, hall de distribución con placard y baño completo. Balcón corrido sobre la calle.SUPERFICIE TOTAL: 67,58 m2Cubiertos:        57,77 m2Semi cubiertos: 0,77 m2Balcon:              9,04 m2SERVICIOS E IMPUESTOS:Expensas mes abril 2020: $ 7.000.-Municipal abril 2020: $ 1.220.-Requisitos:. Mes adelantado. Mes de deposito. Garantia propietaria CABA o seguro de caucion. Recibo de sueldo comprobables","{'Servicios': ('Gas natural', 'Luz', 'Agua corriente'), 'Ambientes': ('Cocina', 'Comedor', 'Lavadero', 'Balcón', 'Living comedor', 'Hall')}",0,0,,,,
40,109,90.0,4,1,,3,1,40.0,,,http://www.zonaprop.com.ar/propiedades/alquiler-depto-4-ambintes-al-frente-con-patio-45970027.html,zapiola 2358,"Belgrano, Capital Federal","Corredor Responsable: Lucas Federico Delgado - CUCICBA 6339Contacto: Rosa Fortín - MLS ID # Ver datosAMPLIO 4 AMBINTES CON DOBLE ENTRADA VISTA AL FRENTE CON BALCON FRANCES.EL MISMO CONSTA DE 3 DORMITORIOS CON PLACARD Y UN AMBIENTE MAS QUE PODRIA FUNCIONAR COMO ESCRITORIO, COMEDOR DIARIO O PLAY ROOMAMPLIO PATIO .","{'Características generales': ('Parrilla',), 'Servicios': ('Gas natural', 'Luz', 'Video cable', 'Agua corriente'), 'Ambientes': ('Cocina', 'Patio', 'Lavadero', 'Toilette'), 'Características': ('Aire acondicionado',)}",0,,,,,
41,66,55.0,3,1,,2,,0.0,23000.0,4000.0,http://www.zonaprop.com.ar/propiedades/3-ambientes.-pb-frente.-c-patio.-palpa-al-3000-45990121.html,Palpa al 3000,"Colegiales, Capital Federal","3 Ambientes Planta Baja al frente con patio. 2 dormitorio, amplio living comedor, cocina y baño completos, patio y lavadero incorporado.Palpa al 3000, entre las calles Zapiola y Ramón Freire, a dos cuadras de Av. Federico Lacroze, cercanía con varias lineas de colectivos.Pasillo interno 0,90x1,10Hall de entrada 2,30x1,60Living comedor 6,10x3,001º dormitorio 3,00x3,202º dormitorio 3,50x2,60 + placardBaños 1,90x1,60Cocina 3,50x2,60 +1,30x1,20Patio 3,60x3,00*Todas las medidas son aproximadas*Nota: ""Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerira los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) delvalor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que seanpersonas físicas comisiones inmobiliarias y gastos de gestoría de informes"".","{'Características generales': ('Cantidad dormitorios: 2', 'Superficie del terreno (m²): 0'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente', 'Desagüe cloacal', 'Pavimento'), 'Ambientes': ('Cocina', 'Patio', 'Lavadero', 'Living comedor')}",0,0,Frente,Muy bueno,Muy luminoso,
42,46,46.0,3,1,,2,,40.0,24000.0,4000.0,http://www.zonaprop.com.ar/propiedades/alquiler-depto-3-ambientes-recoleta-luminoso-46025759.html,Santa Fe y Pueyrredón,"Recoleta, Capital Federal","Corredor Responsable: Uno Bienes Raices SRL - CUCICBA 4993 Contacto: Carola Parodi - MLS ID # Ver datosAlquiler de muy lindo departamento de 3 ambientes en zona estratégica: Santa Fe y Pueyrredón, a metros del subte.Departamento de un dormitorio cómodo, otro dormitorio secundario o escritorio, gran living comedor, cocina separada con espacio para lavarropas.Baño completo, con bañera y ventana.La unidad es lateral, y al ser un piso 13, es muy luminoso!!! No tiene edificios vecinos a esta altura de piso 13, asi que es ventilado.Todo el departamento esta recien pintado y arreglado. Tiene pisos cerámicos muy fáciles de limpiar.El agua caliente es por calefón.Cuenta con un aire acondicionado en el hall distribuidor de los dormitorios y baño.Expensas a abril 2020 $ 7.000.- aproxABL mensual, abril 2020 $ 700.-","{'Servicios': ('Gas natural', 'Luz', 'Agua corriente'), 'Ambientes': ('Cocina', 'Comedor', 'Lavadero', 'Living comedor'), 'Características': ('Aire acondicionado',)}",0,0,,,,
